mrun,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO
983.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
984.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,ENFERMERIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
1058.0,20 a 24 años,2018,2018,Universidades,Universidades Privadas,Universidades Privadas,13,UNIVERSIDAD SANTO TOMAS,PSICOLOGIA,Los Lagos,OSORNO,OSORNO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Los Lagos
1059.0,20 a 24 años,2018,2018,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,895,UNIVERSIDAD DE O'HIGGINS,PEDAGOGIA EN LENGUAJE Y COMUNICACION,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
1103.0,20 a 24 años,2018,2018,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,3,UNIVERSIDAD DIEGO PORTALES,DERECHO,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
1110.0,20 a 24 años,2020,2020,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,DERECHO,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
1139.0,40 y más años,2019,2019,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,84,UNIVERSIDAD DE LOS LAGOS,TECNICO UNIVERSITARIO EN EDUCACION PARVULARIA,Los Lagos,CHILOE,CASTRO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Los Lagos
1146.0,15 a 19 años,2020,2020,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,OBSTETRICIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
1160.0,25 a 29 años,2018,2020,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,ADMINISTRACION DE EMPRESAS,Los Lagos,LLANQUIHUE,PUERTO MONTT,Pregrado,Técnico de Nivel Superior,4- Cambio Externo,Los Lagos
1161.0,20 a 24 años,2016,2016,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,NUTRICION Y DIETETICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
1195.0,20 a 24 años,2018,2018,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,91,UNIVERSIDAD CATOLICA DEL NORTE,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Antofagasta
1224.0,20 a 24 años,2020,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,MEDICINA,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,2- Continuidad desde plan común o Bachillerato.,Valparaíso
1225.0,20 a 24 años,2019,2019,Universidades,Universidades Privadas,Universidades Privadas,54,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
1241.0,25 a 29 años,2020,2020,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,218,CFT DE ENAC,TECNICO EN ODONTOLOGIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
