mrun,RBD,CODIGO_REGION_EGRESO,NOMBRE_REGION_EGRESO,PTJE_NEM,PTJE_RANKING,PROM_CM_ACTUAL,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO,NOM_RBD,COD_REG_RB,TIPO_DEPEN,LATITUD_COL,LONGITUD_COL,NOMBRE_INS,REGIÓN,COMUNA,LATITUD_UNI,LONGITUD_UNI,TIPO_INST
2359172,17750.0,8,Biobío,538,538,"519,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,13,UNIVERSIDAD SANTO TOMAS,PSICOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO SALESIANO DE CONCEPCION,8.0,2.0,-36.81905,-73.034409,,,,,,
24154189,4630.0,8,Biobío,577,576,497,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA COMERCIAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,
12939081,4630.0,8,Biobío,646,656,576,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,
10802964,4636.0,8,Biobío,555,555,518,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,QUIMICO ANALISTA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO MARCELA PAZ,8.0,2.0,-36.815559,-73.051361,,,,,,
5664695,4555.0,8,Biobío,506,506,"527,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,ARQUITECTURA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO ENRIQUE MOLINA GARMENDIA,8.0,5.0,-36.831501,-73.04689,,,,,,
20517487,4822.0,8,Biobío,517,517,"561,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,MEDICINA VETERINARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO EL REFUGIO,8.0,2.0,-36.74073,-72.997993,,,,,,
23086422,17782.0,8,Biobío,818,850,491,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA COMERCIAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO RIOS DE CHILE,8.0,1.0,-36.708839,-72.974792,,,,,,
14743009,3638.0,16,Ñuble,814,850,728,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA EN RECURSOS NATURALES,Ñuble,DIGUILLIN,CHILLAN,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Ñuble,LICEO BICENTENARIO MARTA BRUNET CÁRAVES,16.0,1.0,-36.60717,-72.107338,,,,,,
323563,4574.0,8,Biobío,743,835,"568,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN MATEMATICAS,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO BICENTENARIO ESPAÑA,8.0,5.0,-36.824348,-73.036507,,,,,,
11871298,17859.0,8,Biobío,814,847,736,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,INGENIERIA CIVIL,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO ALMONDALE,8.0,2.0,-36.83419,-73.103149,,,,-33.485417,-70.616989,
5996654,18114.0,8,Biobío,624,624,"464,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PERIODISMO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO A-LAFKEN,8.0,2.0,-36.743118,-72.996758,,,,,,
2460331,4630.0,8,Biobío,753,787,"629,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,
1391867,4555.0,8,Biobío,460,460,"472,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,MEDICINA VETERINARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO ENRIQUE MOLINA GARMENDIA,8.0,5.0,-36.831501,-73.04689,,,,,,
20083934,4805.0,8,Biobío,613,640,613,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO PENCOPOLITANO,8.0,1.0,-36.738831,-73.00135,,,,,,
14007414,4630.0,8,Biobío,706,729,"534,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,
15810510,17885.0,8,Biobío,764,835,576,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,TRADUCCION/INTERPRETACION EN IDIOMAS EXTRANJEROS,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,CENTRO EDUCACIONAL BICENTENARIO ALTOS DE TOMÉ,8.0,1.0,-36.60215,-72.958054,,,,,,
13140713,4630.0,8,Biobío,684,702,613,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,TECNOLOGIA MEDICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,
2893503,4686.0,8,Biobío,566,566,526,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA COMERCIAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,INSTITUTO DE HUMANIDADES ALFREDO SILVA S,8.0,3.0,-36.83108,-73.04507,,,,,,
9402726,4536.0,8,Biobío,689,711,518,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO COMERCIAL FEMENINO DE CONCEPCION,8.0,4.0,-36.823841,-73.056664,,,,,,
5563822,17782.0,8,Biobío,786,850,626,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN MATEMATICAS,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO RIOS DE CHILE,8.0,1.0,-36.708839,-72.974792,,,,,,
5130476,4630.0,8,Biobío,663,676,588,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN INGLES,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,
18638423,4822.0,8,Biobío,641,663,623,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO EL REFUGIO,8.0,2.0,-36.74073,-72.997993,,,,,,
15968090,4805.0,8,Biobío,760,850,"457,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,EDUCACION PARVULARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO PENCOPOLITANO,8.0,1.0,-36.738831,-73.00135,,,,,,
16935391,4659.0,8,Biobío,495,495,458,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,FONOAUDIOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO LA PROVIDENCIA,8.0,2.0,-36.822498,-73.03978,,,,,,
23979410,4822.0,8,Biobío,684,736,"593,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL QUIMICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO EL REFUGIO,8.0,2.0,-36.74073,-72.997993,,,,,,
12230753,4574.0,8,Biobío,577,594,"570,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN ESPAÑOL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO BICENTENARIO ESPAÑA,8.0,5.0,-36.824348,-73.036507,,,,,,
10094068,17750.0,8,Biobío,663,671,"603,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL EN AUTOMATIZACION,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO SALESIANO DE CONCEPCION,8.0,2.0,-36.81905,-73.034409,,,,,,
18104531,17900.0,8,Biobío,663,664,610,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,INGENIERIA CIVIL METALURGICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO METODISTA CONCEPCION,8.0,2.0,-36.823059,-73.050194,,,,,,
11162666,17915.0,8,Biobío,592,592,525,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,INGENIERIA CIVIL INDUSTRIAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO POLIVALENTE DOMINGO PARRA CORVALAN,8.0,2.0,-36.987011,-73.152603,,,,,,
18537141,25202.0,13,Metropolitana,646,648,"706,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO  PUMAHUE HUECHURABA,13.0,3.0,-33.357367,-70.66317,,,,,,
15866952,4824.0,8,Biobío,743,823,454,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,TECNOLOGIA MEDICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME,8.0,4.0,-36.610809,-72.955467,,,,,,
5187132,17843.0,8,Biobío,663,688,599,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,INGENIERIA AMBIENTAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO AURORA DE CHILE CHIGUAYANTE,8.0,2.0,-36.92593,-73.025383,,,,,,
11696652,4680.0,8,Biobío,506,506,468,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO BAUTISTA DE CONCEPCION,8.0,3.0,-36.823565,-73.05983,,,,,,
1448347,4824.0,8,Biobío,775,850,614,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA DE EJECUCION EN ELECTRONICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME,8.0,4.0,-36.610809,-72.955467,,,,,,
1204599,2109.0,6,Lib. Gral B. O'Higgins,587,602,"595,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,895,UNIVERSIDAD DE O'HIGGINS,ENFERMERIA,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins,LICEO DE NIÑAS DE RANCAGUA,6.0,1.0,-34.170441,-70.741074,UNIVERSIDAD DE O'HIGGINS,Lib. Gral B. O'Higgins,RANCAGUA,-34.164317,-70.741429,Universidades estatales cruch
17137074,3479.0,7,Maule,490,490,"502,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,PSICOLOGIA,Maule,TALCA,TALCA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Maule,LICEO MANUEL MONTT,7.0,1.0,-35.597359,-71.723297,,,,-35.40421,-71.635118,
7158699,13565.0,4,Coquimbo,609,618,"488,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,74,UNIVERSIDAD DE LA SERENA,INGENIERIA EN COMPUTACION,Coquimbo,ELQUI,LA SERENA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Coquimbo,COLEGIO MANANTIALES DE ELQUI,4.0,2.0,-29.88298,-71.250931,UNIVERSIDAD DE LA SERENA,Coquimbo,LA SERENA,-29.879084,-71.251949,Universidades estatales cruch
16559966,367.0,2,Antofagasta,760,798,"502,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,91,UNIVERSIDAD CATOLICA DEL NORTE,INGENIERIA CIVIL,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Antofagasta,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,2.0,1.0,-23.10523,-70.440666,,,,-23.560032,-70.40047,
23506800,8394.0,11,Aysén,555,561,"526,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,84,UNIVERSIDAD DE LOS LAGOS,ENFERMERIA,Los Lagos,LLANQUIHUE,PUERTO MONTT,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Los Lagos,LICEO BICENTENARIO LUISA RABANAL PALMA,11.0,1.0,-46.540421,-71.72155,UNIVERSIDAD DE LOS LAGOS,Los Lagos,PUERTO MONTT,-41.46105,-72.930594,Universidades estatales cruch
12190596,14716.0,5,Valparaíso,727,827,"653,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,LICENCIATURA EN FISICA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Licenciatura No Conducente a Título,1- Ingreso Directo (regular),Valparaíso,PAN AMERICAN COLLEGE VINA DEL MAR,5.0,2.0,-33.029819,-71.5336,,,,,,
109157,8394.0,11,Aysén,479,479,432,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,77,UNIVERSIDAD DE MAGALLANES,TECNICO EN NIVEL SUPERIOR EN EDUCACION PARVULARIA,Aysén,COYHAIQUE,COYHAIQUE,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Aysén,LICEO BICENTENARIO LUISA RABANAL PALMA,11.0,1.0,-46.540421,-71.72155,UNIVERSIDAD DE MAGALLANES,Aysén,COYHAIQUE,-45.568566,-72.071274,Universidades estatales cruch
11656515,8394.0,11,Aysén,727,795,0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,ENFERMERIA,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,LICEO BICENTENARIO LUISA RABANAL PALMA,11.0,1.0,-46.540421,-71.72155,UNIVERSIDAD DEL DESARROLLO,Metropolitana,LAS CONDES,-33.372476,-70.515748,Universidades privadas
3476402,9246.0,13,Metropolitana,656,664,"535,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,69,UNIVERSIDAD ALBERTO HURTADO,ARQUEOLOGIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO SAN AGUSTIN,13.0,3.0,-33.459222,-70.57815,UNIVERSIDAD ALBERTO HURTADO,Metropolitana,SANTIAGO,-33.443917,-70.662204,Universidades privadas cruch
12151216,2635.0,6,Lib. Gral B. O'Higgins,706,731,"681,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,PROGRAMA ACADEMICO DE BACHILLERATO,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",1- Ingreso Directo (regular),Metropolitana,LICEO AGUSTIN ROSS EDWARDS,6.0,1.0,-34.39011,-72.002296,UNIVERSIDAD DE CHILE,Metropolitana,SANTIAGO,-33.435867,-70.645832,Universidades estatales cruch
4674180,2656.0,6,Lib. Gral B. O'Higgins,710,733,0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,INGENIERIA COMERCIAL,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO DE LA PRECIOSA SANGRE,6.0,2.0,-34.389999,-72.008904,,,,-33.444477,-70.68375,
3606901,2635.0,6,Lib. Gral B. O'Higgins,695,719,"561,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,72,UNIVERSIDAD DE VALPARAISO,NUTRICION Y DIETETICA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso,LICEO AGUSTIN ROSS EDWARDS,6.0,1.0,-34.39011,-72.002296,,,,,,
20148507,6752.0,14,Los Ríos,539,549,"419,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,13,UNIVERSIDAD SANTO TOMAS,DERECHO,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Los Ríos,LICEO TECNICO VALDIVIA,14.0,1.0,-39.82925,-73.221237,,,,-39.792732,-73.392719,
19614085,7015.0,14,Los Ríos,738,767,"542,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,TERAPIA OCUPACIONAL,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Los Ríos,LICEO BICENTENARIO DE EXCELENCIA CARLOS HAVERBECK RICHTER,14.0,1.0,-39.889389,-73.432877,UNIVERSIDAD AUSTRAL DE CHILE,Los Ríos,VALDIVIA,-39.792732,-73.392719,Universidades privadas cruch
